"Name","Season","Games","PA","PA_G","wRC","wRC_plus","VOL","expectedVOL","corrVOL"
"Mike Bordick",2003,102,379,3.7,44.6,91,0.599,0.657,91.2
"Jeff Conine",1993,160,658,4.1,84.3,105,0.636,0.637,99.8
"Jeff Conine",1994,115,496,4.3,83.4,133,0.581,0.609,95.4
"Jeff Conine",1995,133,562,4.2,93.3,134,0.621,0.607,102.2
"Jeff Conine",1996,156,670,4.3,104,124,0.63,0.607,103.8
"Jeff Conine",1997,144,466,3.2,55.5,99,0.693,0.672,103.1
"Jeff Conine",1999,138,485,3.5,63.1,101,0.683,0.656,104.1
"Jeff Conine",2000,119,452,3.8,58.2,100,0.641,0.648,98.9
"Jeff Conine",2001,139,601,4.3,89.3,124,0.593,0.616,96.3
"Jeff Conine",2002,116,488,4.2,54.1,95,0.671,0.649,103.4
"Jeff Conine",2003,149,646,4.3,84.4,109,0.649,0.629,103.2
"Jeff Conine",2004,140,579,4.1,72.2,103,0.635,0.641,99.1
"Jeff Conine",2005,131,384,2.9,50.3,110,0.663,0.673,98.5
"Jeff Conine",2006,142,539,3.8,58.2,84,0.671,0.663,101.2
"Jeff Conine",2007,101,292,2.9,28.9,76,0.711,0.683,104.2
"Marty Cordova",1995,136,579,4.3,87.9,114,0.608,0.616,98.7
"Marty Cordova",1996,145,640,4.4,99.1,112,0.619,0.606,102.2
"Marty Cordova",1997,103,413,4,46.4,87,0.682,0.653,104.5
"Marty Cordova",1998,119,500,4.2,54.5,82,0.652,0.65,100.2
"Marty Cordova",1999,124,488,3.9,71.5,108,0.638,0.633,100.8
"Marty Cordova",2001,121,442,3.7,69.2,124,0.655,0.636,103
"Marty Cordova",2002,131,513,3.9,61.7,103,0.669,0.651,102.8
"Brook Fordyce",1999,102,362,3.5,48.9,103,0.634,0.652,97.2
"Brook Fordyce",2003,108,376,3.5,35.4,82,0.648,0.674,96.1
"Jay Gibbons",2002,136,541,4,69.4,108,0.666,0.643,103.6
"Jay Gibbons",2003,161,687,4.3,83.3,105,0.648,0.638,101.6
"Jay Gibbons",2005,139,518,3.7,72.8,117,0.651,0.642,101.4
"Geronimo Gil",2002,125,450,3.6,34.1,67,0.681,0.686,99.3
"Jerry Hairston",2001,159,602,3.8,53.2,76,0.672,0.68,98.8
"Jerry Hairston",2002,122,479,3.9,50.4,92,0.661,0.66,100.2
"Jerry Hairston",2005,114,430,3.8,46.2,86,0.655,0.661,99
"Jerry Hairston",2006,101,192,1.9,6.6,30,0.715,0.719,99.4
"Jerry Hairston",2009,131,433,3.3,44.4,85,0.66,0.678,97.4
"Jerry Hairston",2010,119,476,4,41.3,82,0.672,0.669,100.4
"Jerry Hairston",2011,120,376,3.1,44.2,103,0.688,0.673,102.3
"Luis Matos",2003,109,486,4.5,67.1,118,0.614,0.625,98.2
"Luis Matos",2005,121,433,3.6,48,93,0.673,0.665,101.3
"Gary Matthews Jr.",2001,142,472,3.3,50.8,86,0.682,0.676,100.9
"Gary Matthews Jr.",2002,111,398,3.6,51.4,111,0.664,0.654,101.5
"Gary Matthews Jr.",2003,144,513,3.6,51.4,84,0.641,0.675,95
"Gary Matthews Jr.",2005,131,526,4,63.3,95,0.666,0.648,102.8
"Gary Matthews Jr.",2006,147,690,4.7,107.5,118,0.6,0.594,101
"Gary Matthews Jr.",2007,140,579,4.1,65.4,92,0.673,0.65,103.6
"Gary Matthews Jr.",2008,127,477,3.8,46.7,81,0.695,0.669,103.9
"Gary Matthews Jr.",2009,103,360,3.5,37.7,87,0.656,0.668,98.2
"Ryan McGuire",1998,104,244,2.3,14.7,48,0.708,0.708,100
"Melvin Mora",2000,122,464,3.8,53.1,92,0.689,0.657,104.9
"Melvin Mora",2001,125,503,4,51.8,88,0.625,0.659,94.8
"Melvin Mora",2002,149,652,4.4,79.1,102,0.638,0.635,100.5
"Melvin Mora",2004,140,636,4.5,125.8,159,0.532,0.567,93.9
"Melvin Mora",2005,149,664,4.5,94.1,120,0.625,0.614,101.8
"Melvin Mora",2006,155,705,4.5,82,91,0.637,0.634,100.4
"Melvin Mora",2007,126,527,4.2,63.7,99,0.643,0.643,100.1
"Melvin Mora",2008,135,570,4.2,79.9,114,0.651,0.627,103.9
"Melvin Mora",2009,125,496,4,48.8,77,0.671,0.663,101.2
"Melvin Mora",2010,113,354,3.1,46.5,99,0.679,0.665,102.1
"Chris Richard",2001,134,543,4.1,67.5,105,0.628,0.643,97.6
"Brian Roberts",2003,112,512,4.6,55.6,91,0.637,0.642,99.2
"Brian Roberts",2004,159,736,4.6,79.8,92,0.634,0.639,99.2
"Brian Roberts",2005,143,640,4.5,105.9,140,0.563,0.595,94.6
"Brian Roberts",2006,138,630,4.6,75,95,0.633,0.632,100.1
"Brian Roberts",2007,156,716,4.6,101.3,115,0.585,0.608,96.2
"Brian Roberts",2008,155,704,4.5,103.4,119,0.576,0.606,95.1
"Brian Roberts",2009,159,717,4.5,98.5,109,0.625,0.615,101.7
"David Segui",1993,136,519,3.8,63.7,102,0.659,0.652,101.1
"David Segui",1995,129,511,4,71.9,117,0.584,0.635,92
"David Segui",1996,113,477,4.2,70.7,119,0.623,0.625,99.6
"David Segui",1997,125,523,4.2,80.5,127,0.614,0.62,99.1
"David Segui",1998,142,580,4.1,86.6,116,0.632,0.623,101.5
"David Segui",1999,119,486,4.1,67.8,110,0.592,0.633,93.5
"David Segui",2000,150,634,4.2,108.5,124,0.549,0.598,91.8
"Chris Singleton",1999,132,530,4,70.9,103,0.65,0.638,101.9
"Chris Singleton",2000,144,566,3.9,48.8,69,0.692,0.676,102.4
"Chris Singleton",2001,120,432,3.6,48.8,97,0.669,0.663,100.9
"Chris Singleton",2002,136,502,3.7,50.4,87,0.679,0.67,101.3
"Chris Singleton",2003,120,341,2.8,26.5,66,0.676,0.698,96.8
"Carlos Baerga",1990,108,338,3.1,34.2,89,0.664,0.678,97.9
"Carlos Baerga",1991,158,654,4.1,80.1,107,0.66,0.641,102.9
"Carlos Baerga",1992,161,716,4.4,96.9,125,0.619,0.619,100
"Carlos Baerga",1993,153,680,4.4,98.8,122,0.616,0.611,100.8
"Carlos Baerga",1994,103,469,4.6,70.7,114,0.599,0.616,97.2
"Carlos Baerga",1995,135,600,4.4,82.8,107,0.632,0.621,101.7
"Carlos Baerga",1996,126,544,4.3,51.8,69,0.653,0.658,99.3
"Carlos Baerga",1997,133,498,3.7,51.3,87,0.721,0.667,108.1
"Carlos Baerga",1998,143,551,3.9,47.5,75,0.688,0.677,101.6
"Carlos Baerga",2003,105,231,2.2,36.8,121,0.657,0.68,96.7
"Tony Clark",1996,100,411,4.1,53.9,94,0.653,0.64,102
"Tony Clark",1997,159,681,4.3,104.6,124,0.638,0.608,104.9
"Tony Clark",1998,157,673,4.3,107.6,124,0.609,0.603,101
"Tony Clark",1999,143,609,4.3,93.2,117,0.612,0.613,99.8
"Tony Clark",2001,126,497,3.9,73.3,125,0.625,0.632,98.9
"Tony Clark",2003,125,280,2.2,33.9,98,0.705,0.696,101.3
"Tony Clark",2004,106,283,2.7,31.6,92,0.708,0.684,103.6
"Tony Clark",2005,130,393,3,73.6,148,0.679,0.641,106
"Tony Clark",2007,113,245,2.2,32.2,98,0.711,0.691,102.9
"Tony Clark",2008,108,184,1.7,19.8,90,0.65,0.708,91.9
"Johnny Damon",1996,143,566,4,52.8,69,0.663,0.669,99.1
"Johnny Damon",1997,142,524,3.7,58.2,89,0.667,0.663,100.5
"Johnny Damon",1998,159,710,4.5,91.2,99,0.628,0.624,100.6
"Johnny Damon",1999,145,660,4.6,101.2,114,0.591,0.602,98.2
"Johnny Damon",2000,158,741,4.7,116.6,115,0.618,0.588,105
"Johnny Damon",2001,154,719,4.7,73.7,85,0.647,0.643,100.6
"Johnny Damon",2002,154,702,4.6,94.4,110,0.637,0.616,103.4
"Johnny Damon",2003,145,690,4.8,82.4,97,0.656,0.625,104.9
"Johnny Damon",2004,150,702,4.7,111.9,123,0.571,0.59,96.8
"Johnny Damon",2005,148,688,4.6,95.5,111,0.61,0.611,99.8
"Johnny Damon",2006,149,671,4.5,100.7,117,0.619,0.606,102.2
"Johnny Damon",2007,141,605,4.3,75.6,100,0.641,0.635,100.9
"Johnny Damon",2008,143,623,4.4,95.1,125,0.615,0.61,100.8
"Johnny Damon",2009,143,626,4.4,96.6,122,0.607,0.608,99.8
"Johnny Damon",2010,145,613,4.2,77.5,107,0.613,0.636,96.4
"Johnny Damon",2011,150,647,4.3,77.1,108,0.648,0.639,101.4
"Brian Daubach",1999,110,420,3.8,73.4,130,0.636,0.623,102.2
"Brian Daubach",2000,140,549,3.9,65.5,88,0.685,0.651,105.2
"Brian Daubach",2001,120,472,3.9,69.2,119,0.645,0.634,101.8
"Brian Daubach",2002,137,506,3.7,70,112,0.658,0.645,102.1
"Nomar Garciaparra",1997,153,734,4.8,114.6,122,0.623,0.587,106.1
"Nomar Garciaparra",1998,143,652,4.6,118.9,139,0.585,0.577,101.4
"Nomar Garciaparra",1999,135,595,4.4,122.4,157,0.588,0.569,103.4
"Nomar Garciaparra",2000,140,599,4.3,118.3,154,0.56,0.578,96.9
"Nomar Garciaparra",2002,156,693,4.4,108.8,127,0.616,0.6,102.7
"Nomar Garciaparra",2003,156,719,4.6,112.4,124,0.607,0.594,102.3
"Nomar Garciaparra",2006,122,523,4.3,79.4,122,0.586,0.618,94.7
"Nomar Garciaparra",2007,121,466,3.9,47.2,82,0.685,0.664,103.2
"Rickey Henderson",1980,158,722,4.6,108.5,136,0.558,0.6,93
"Rickey Henderson",1981,108,493,4.6,76.3,152,0.539,0.612,88.1
"Rickey Henderson",1982,148,656,4.4,95,127,0.591,0.613,96.4
"Rickey Henderson",1983,144,622,4.3,96.1,139,0.56,0.61,91.8
"Rickey Henderson",1984,139,597,4.3,98.5,146,0.582,0.604,96.4
"Rickey Henderson",1985,143,654,4.6,122.6,159,0.55,0.572,96.2
"Rickey Henderson",1986,153,701,4.6,105.6,128,0.612,0.601,101.9
"Rickey Henderson",1988,140,647,4.6,93.9,127,0.566,0.608,93.1
"Rickey Henderson",1989,150,674,4.5,102.8,138,0.518,0.603,85.9
"Rickey Henderson",1990,136,594,4.4,123.9,190,0.525,0.567,92.6
"Rickey Henderson",1991,134,578,4.3,88.1,136,0.601,0.614,97.8
"Rickey Henderson",1992,116,500,4.3,84.1,158,0.504,0.608,82.8
"Rickey Henderson",1993,134,610,4.6,108.5,151,0.54,0.585,92.3
"Rickey Henderson",1995,112,487,4.3,80.1,130,0.532,0.611,87
"Rickey Henderson",1996,146,602,4.1,88,122,0.611,0.623,98
"Rickey Henderson",1997,120,509,4.2,68.7,112,0.603,0.632,95.4
"Rickey Henderson",1998,149,670,4.5,85.5,100,0.618,0.626,98.8
"Rickey Henderson",1999,121,526,4.3,92.8,135,0.606,0.6,101
"Rickey Henderson",2000,121,519,4.3,56.9,87,0.631,0.648,97.4
"Rickey Henderson",2001,123,465,3.8,57.9,102,0.627,0.651,96.3
"Shea Hillenbrand",2001,131,493,3.8,45.6,73,0.67,0.673,99.6
"Shea Hillenbrand",2002,156,676,4.3,87.6,105,0.641,0.629,101.9
"Shea Hillenbrand",2003,134,554,4.1,68.6,95,0.661,0.642,103
"Shea Hillenbrand",2004,148,604,4.1,84.3,104,0.633,0.63,100.5
"Shea Hillenbrand",2005,152,645,4.2,86.8,109,0.628,0.628,100
"Shea Hillenbrand",2006,141,566,4,67.7,92,0.679,0.648,104.8
"Trot Nixon",1999,122,447,3.7,64.3,109,0.65,0.643,101.1
"Trot Nixon",2000,121,502,4.1,72.4,109,0.648,0.629,103.1
"Trot Nixon",2001,144,633,4.4,103.3,131,0.615,0.6,102.6
"Trot Nixon",2002,152,612,4,83.4,111,0.656,0.634,103.5
"Trot Nixon",2003,134,513,3.8,97.4,152,0.594,0.605,98.1
"Trot Nixon",2005,124,470,3.8,64.4,110,0.646,0.643,100.4
"Trot Nixon",2006,114,453,4,60.8,101,0.658,0.64,102.8
"Jose Offerman",1992,148,598,4,57,94,0.643,0.667,96.4
"Jose Offerman",1993,158,696,4.4,64.7,89,0.638,0.66,96.7
"Jose Offerman",1995,119,511,4.3,69.1,118,0.622,0.63,98.7
"Jose Offerman",1996,151,645,4.3,92.7,105,0.614,0.619,99.2
"Jose Offerman",1997,106,471,4.4,56.9,98,0.657,0.638,103
"Jose Offerman",1998,158,709,4.5,112.9,121,0.561,0.595,94.3
"Jose Offerman",1999,148,693,4.7,102.8,113,0.625,0.601,104.1
"Jose Offerman",2000,113,527,4.7,61.4,86,0.649,0.634,102.4
"Jose Offerman",2001,128,594,4.6,67.1,90,0.627,0.636,98.5
"Jose Offerman",2002,101,326,3.2,30.9,77,0.692,0.678,102.1
"Manny Ramirez",1995,137,571,4.2,106.5,145,0.588,0.592,99.2
"Manny Ramirez",1996,152,647,4.3,123.9,140,0.591,0.578,102.3
"Manny Ramirez",1997,150,651,4.3,122.4,148,0.565,0.579,97.6
"Manny Ramirez",1998,150,663,4.4,123.6,144,0.643,0.576,111.6
"Manny Ramirez",1999,147,640,4.4,145.2,172,0.566,0.546,103.7
"Manny Ramirez",2000,118,532,4.5,128.8,181,0.512,0.549,93.3
"Manny Ramirez",2001,142,620,4.4,114.3,156,0.572,0.584,98
"Manny Ramirez",2002,120,518,4.3,113.9,185,0.589,0.571,103.1
"Manny Ramirez",2003,154,679,4.4,126.5,158,0.593,0.575,103.1
"Manny Ramirez",2004,152,663,4.4,125.7,153,0.572,0.575,99.5
"Manny Ramirez",2005,152,650,4.3,120.8,152,0.595,0.582,102.2
"Manny Ramirez",2006,130,558,4.3,113.9,163,0.565,0.577,97.8
"Manny Ramirez",2007,133,569,4.3,88,126,0.609,0.614,99.2
"Manny Ramirez",2008,153,654,4.3,126.1,165,0.572,0.576,99.4
"Manny Ramirez",2009,104,431,4.1,69.5,147,0.635,0.622,102.1
"Will Venable",2010,131,445,3.4,47.7,101,0.695,0.673,103.3
"Will Venable",2011,121,411,3.4,41.8,99,0.699,0.674,103.6
"Will Venable",2012,148,470,3.2,58.2,115,0.685,0.671,102.1
"Will Venable",2013,151,515,3.4,66.4,122,0.672,0.66,101.8
"Will Venable",2014,146,448,3.1,35.4,77,0.686,0.701,97.9
"Will Venable",2015,135,390,2.9,37.4,87,0.712,0.692,102.8
"Rey Sanchez",1993,101,373,3.7,28,68,0.701,0.678,103.4
"Rey Sanchez",1995,106,453,4.3,38.8,71,0.637,0.663,96.1
"Rey Sanchez",1997,121,370,3.1,30.8,71,0.693,0.691,100.3
"Rey Sanchez",1998,106,339,3.2,35,86,0.658,0.676,97.4
"Rey Sanchez",1999,132,518,3.9,50.3,74,0.647,0.666,97.1
"Rey Sanchez",2000,142,555,3.9,44.5,57,0.675,0.68,99.2
"Rey Sanchez",2001,148,579,3.9,44.8,61,0.688,0.684,100.6
"Rey Sanchez",2002,107,386,3.6,34.3,74,0.636,0.674,94.3
"Rey Sanchez",2003,102,369,3.6,20.7,51,0.705,0.689,102.3
"Jason Varitek",1999,141,544,3.9,71.6,101,0.655,0.643,101.8
"Jason Varitek",2000,139,519,3.7,59.6,86,0.657,0.66,99.6
"Jason Varitek",2002,132,519,3.9,58.2,91,0.703,0.656,107.2
"Jason Varitek",2003,142,521,3.7,75.5,120,0.662,0.64,103.4
"Jason Varitek",2004,137,536,3.9,84.1,125,0.639,0.624,102.3
"Jason Varitek",2005,133,539,4.1,82.7,124,0.626,0.622,100.6
"Jason Varitek",2006,103,416,4,43.3,81,0.677,0.657,103.1
"Jason Varitek",2007,131,518,4,67.7,105,0.642,0.642,100
"Jason Varitek",2008,131,483,3.7,46.4,76,0.69,0.672,102.6
"Jason Varitek",2009,109,425,3.9,41.8,77,0.679,0.663,102.4
"Sandy Alomar Jr.",1990,130,483,3.7,56.8,105,0.635,0.658,96.5
"Sandy Alomar Jr.",1996,121,444,3.7,45.4,73,0.689,0.667,103.2
"Sandy Alomar Jr.",1997,124,480,3.9,78.3,131,0.618,0.624,99
"Sandy Alomar Jr.",1998,112,438,3.9,32.3,56,0.688,0.678,101.5
"Joe Borchard",2006,114,270,2.4,28.1,84,0.702,0.695,101
"Royce Clayton",1993,153,607,4,64.3,94,0.643,0.66,97.4
"Royce Clayton",1994,108,423,3.9,33,65,0.666,0.674,98.8
"Royce Clayton",1995,137,557,4.1,47.4,72,0.677,0.672,100.8
"Royce Clayton",1996,129,531,4.1,53.4,82,0.674,0.659,102.3
"Royce Clayton",1997,151,619,4.1,61.7,81,0.67,0.662,101.3
"Royce Clayton",1998,141,608,4.3,60.9,79,0.681,0.655,104
"Royce Clayton",1999,131,520,4,67.1,98,0.642,0.643,99.9
"Royce Clayton",2000,146,573,3.9,51.7,67,0.682,0.673,101.3
"Royce Clayton",2001,131,485,3.7,48.8,83,0.662,0.669,98.9
"Royce Clayton",2002,112,376,3.4,32.6,71,0.679,0.681,99.7
"Royce Clayton",2003,146,543,3.7,40.2,62,0.71,0.69,102.9
"Royce Clayton",2004,146,652,4.5,70.9,80,0.652,0.643,101.4
"Royce Clayton",2005,143,573,4,53.2,73,0.671,0.669,100.4
"Royce Clayton",2006,137,502,3.7,40.7,68,0.678,0.684,99.2
"Joe Crede",2003,151,580,3.8,66.6,90,0.657,0.657,100
"Joe Crede",2004,144,543,3.8,57.3,82,0.654,0.665,98.3
"Joe Crede",2005,132,471,3.6,54.2,94,0.645,0.663,97.2
"Joe Crede",2006,150,586,3.9,82.4,106,0.661,0.635,104.1
"Ray Durham",1995,125,517,4.1,51.3,82,0.681,0.659,103.3
"Ray Durham",1996,154,639,4.1,78.8,95,0.638,0.641,99.6
"Ray Durham",1997,155,711,4.6,80.9,93,0.654,0.635,103
"Ray Durham",1998,158,723,4.6,103.6,115,0.595,0.607,98.1
"Ray Durham",1999,153,694,4.5,99.9,109,0.636,0.609,104.4
"Ray Durham",2000,151,709,4.7,100,105,0.617,0.606,101.8
"Ray Durham",2001,152,691,4.5,92.5,108,0.63,0.618,101.9
"Ray Durham",2002,150,659,4.4,95.4,121,0.601,0.614,97.9
"Ray Durham",2003,110,469,4.3,65.6,115,0.61,0.629,96.9
"Ray Durham",2004,120,542,4.5,80.7,120,0.598,0.614,97.4
"Ray Durham",2005,142,560,3.9,74.3,107,0.62,0.641,96.8
"Ray Durham",2006,137,555,4.1,88.9,126,0.581,0.617,94.2
"Ray Durham",2007,138,528,3.8,41.6,62,0.687,0.682,100.7
"Ray Durham",2008,128,426,3.3,62.6,118,0.638,0.652,97.9
"Tony Graffanino",1998,102,317,3.1,22.3,57,0.717,0.691,103.8
"Tony Graffanino",2005,110,417,3.8,56.3,110,0.687,0.645,106.5
"Tony Graffanino",2006,129,511,4,62.3,96,0.645,0.648,99.6
"Willie Harris",2004,129,472,3.7,45.9,77,0.717,0.672,106.7
"Willie Harris",2007,117,391,3.3,47.9,96,0.673,0.664,101.3
"Willie Harris",2008,140,424,3,52.6,102,0.676,0.675,100.2
"Willie Harris",2009,137,393,2.9,50.1,106,0.69,0.677,101.9
"Willie Harris",2010,132,262,2,24.2,78,0.712,0.715,99.6
"Willie Harris",2011,126,283,2.2,28.1,92,0.692,0.704,98.3
"Paul Konerko",1999,142,564,4,87.8,117,0.619,0.622,99.5
"Paul Konerko",2000,143,586,4.1,90.1,113,0.648,0.619,104.7
"Paul Konerko",2001,156,650,4.2,98.2,121,0.619,0.615,100.6
"Paul Konerko",2002,151,630,4.2,97.5,124,0.642,0.613,104.7
"Paul Konerko",2003,137,495,3.6,48.7,79,0.71,0.674,105.4
"Paul Konerko",2004,155,643,4.1,104.2,127,0.609,0.607,100.3
"Paul Konerko",2005,158,664,4.2,109.4,136,0.614,0.602,102.1
"Paul Konerko",2006,152,643,4.2,114,135,0.603,0.592,101.9
"Paul Konerko",2007,151,636,4.2,90.9,114,0.639,0.622,102.7
"Paul Konerko",2008,122,514,4.2,66.9,104,0.664,0.636,104.4
"Paul Konerko",2009,152,621,4.1,90.7,115,0.647,0.624,103.8
"Paul Konerko",2010,149,631,4.2,118.6,158,0.589,0.584,100.9
"Paul Konerko",2011,149,639,4.3,101,139,0.585,0.607,96.4
"Paul Konerko",2012,144,598,4.2,93.8,132,0.597,0.614,97.3
"Paul Konerko",2013,126,520,4.1,50.3,84,0.653,0.661,98.8
"Carlos Lee",1999,127,518,4.1,63.1,92,0.621,0.645,96.3
"Carlos Lee",2000,152,619,4.1,89,106,0.643,0.626,102.8
"Carlos Lee",2001,150,605,4,79.2,104,0.626,0.638,98.1
"Carlos Lee",2002,140,576,4.1,85.5,120,0.638,0.623,102.4
"Carlos Lee",2003,158,671,4.2,96.3,113,0.634,0.619,102.4
"Carlos Lee",2004,153,658,4.3,108.1,127,0.626,0.6,104.4
"Carlos Lee",2005,162,688,4.2,90.2,106,0.655,0.63,104
"Carlos Lee",2006,161,695,4.3,111.1,123,0.604,0.601,100.6
"Carlos Lee",2007,162,697,4.3,106.9,123,0.625,0.607,103
"Carlos Lee",2008,115,481,4.2,82.4,142,0.583,0.611,95.4
"Carlos Lee",2009,160,662,4.1,93,118,0.6,0.626,95.9
"Carlos Lee",2010,157,649,4.1,68.5,89,0.649,0.656,98.9
"Carlos Lee",2011,155,653,4.2,83.7,115,0.638,0.634,100.6
"Carlos Lee",2012,147,615,4.2,65.2,91,0.625,0.654,95.6
"Kenny Lofton",1992,145,651,4.5,77,108,0.631,0.635,99.4
"Kenny Lofton",1993,146,657,4.5,98.3,125,0.563,0.607,92.8
"Kenny Lofton",1994,112,523,4.7,96.3,142,0.596,0.587,101.6
"Kenny Lofton",1995,118,529,4.5,72.9,109,0.645,0.623,103.5
"Kenny Lofton",1996,154,736,4.8,107.1,107,0.61,0.598,102
"Kenny Lofton",1997,122,564,4.6,86.7,125,0.585,0.607,96.4
"Kenny Lofton",1998,153,698,4.6,96.6,106,0.599,0.613,97.8
"Kenny Lofton",1999,118,561,4.8,87,118,0.597,0.602,99.1
"Kenny Lofton",2000,136,640,4.7,85.9,100,0.633,0.616,102.8
"Kenny Lofton",2001,132,576,4.4,63.6,90,0.657,0.645,101.9
"Kenny Lofton",2002,139,611,4.4,78.1,105,0.608,0.63,96.5
"Kenny Lofton",2003,140,610,4.4,81.5,108,0.615,0.626,98.2
"Kenny Lofton",2005,110,406,3.7,57.6,115,0.635,0.644,98.6
"Kenny Lofton",2006,129,522,4,65.6,101,0.628,0.643,97.6
"Kenny Lofton",2007,136,559,4.1,74.5,108,0.629,0.635,99
"Magglio Ordonez",1998,142,578,4.1,68.3,94,0.654,0.647,101.1
"Magglio Ordonez",1999,157,677,4.3,101.9,114,0.611,0.61,100.1
"Magglio Ordonez",2000,151,665,4.4,112.9,125,0.634,0.591,107.2
"Magglio Ordonez",2001,159,671,4.2,115.3,138,0.561,0.594,94.4
"Magglio Ordonez",2002,153,654,4.3,125.6,155,0.597,0.576,103.6
"Magglio Ordonez",2003,160,674,4.2,120.9,141,0.587,0.588,99.9
"Magglio Ordonez",2006,155,646,4.2,93,113,0.632,0.622,101.7
"Magglio Ordonez",2007,157,679,4.3,141.9,169,0.557,0.557,100
"Magglio Ordonez",2008,146,623,4.3,99.7,130,0.607,0.606,100.1
"Magglio Ordonez",2009,131,518,4,73.2,113,0.609,0.634,96
"Aaron Rowand",2002,126,331,2.6,30.6,79,0.686,0.698,98.3
"Aaron Rowand",2004,140,534,3.8,89.2,131,0.611,0.62,98.5
"Aaron Rowand",2005,157,640,4.1,72.6,93,0.637,0.651,97.9
"Aaron Rowand",2006,109,445,4.1,51.4,88,0.643,0.649,99.1
"Aaron Rowand",2007,161,684,4.2,113.5,127,0.591,0.598,98.8
"Aaron Rowand",2008,152,611,4,71.5,96,0.648,0.65,99.7
"Aaron Rowand",2009,144,546,3.8,62.2,95,0.672,0.659,102
"Aaron Rowand",2010,105,357,3.4,30.9,78,0.73,0.679,107.5
"Aaron Rowand",2011,108,351,3.2,27.4,74,0.682,0.687,99.3
"Frank Thomas",1991,158,701,4.4,141.3,179,0.566,0.558,101.5
"Frank Thomas",1992,160,711,4.4,136.3,175,0.547,0.566,96.7
"Frank Thomas",1993,153,676,4.4,131.3,170,0.564,0.568,99.3
"Frank Thomas",1994,113,517,4.6,133.1,205,0.479,0.539,88.8
"Frank Thomas",1995,145,647,4.5,128.6,168,0.552,0.566,97.6
"Frank Thomas",1996,141,649,4.6,138.3,168,0.498,0.55,90.6
"Frank Thomas",1997,146,649,4.4,142.5,179,0.535,0.549,97.5
"Frank Thomas",1998,160,712,4.5,114.2,126,0.601,0.594,101.1
"Frank Thomas",1999,135,590,4.4,94.8,126,0.559,0.605,92.3
"Frank Thomas",2000,159,707,4.4,147.2,160,0.57,0.551,103.5
"Frank Thomas",2002,148,628,4.2,93.1,119,0.623,0.617,101
"Frank Thomas",2003,153,662,4.3,122.1,147,0.596,0.581,102.6
"Frank Thomas",2006,137,559,4.1,97.9,139,0.562,0.605,93
"Frank Thomas",2007,155,624,4,98.5,127,0.632,0.616,102.6
"Jose Valentin",1995,110,386,3.5,37.7,76,0.685,0.672,101.9
"Jose Valentin",1996,154,628,4.1,82.3,96,0.658,0.636,103.5
"Jose Valentin",1997,136,546,4,56.4,82,0.658,0.66,99.7
"Jose Valentin",1998,143,497,3.5,51.6,86,0.688,0.674,102
"Jose Valentin",2000,144,648,4.5,90.3,107,0.653,0.616,106
"Jose Valentin",2001,122,502,4.1,72.3,118,0.646,0.629,102.6
"Jose Valentin",2002,135,527,3.9,66.7,102,0.665,0.646,102.9
"Jose Valentin",2003,144,569,4,68.8,98,0.684,0.648,105.5
"Jose Valentin",2004,125,504,4,55.4,88,0.689,0.654,105.3
"Jose Valentin",2006,137,432,3.2,55.8,106,0.698,0.667,104.6
"Moises Alou",1992,106,377,3.6,48.6,123,0.643,0.655,98.2
"Moises Alou",1993,132,535,4.1,72.5,116,0.647,0.635,101.8
"Moises Alou",1994,107,471,4.4,89,150,0.621,0.596,104.3
"Moises Alou",1996,142,598,4.2,78.9,107,0.664,0.632,105
"Moises Alou",1997,150,619,4.1,94.3,127,0.635,0.618,102.8
"Moises Alou",1998,159,679,4.3,127.8,158,0.621,0.577,107.6
"Moises Alou",2000,126,517,4.1,108.8,154,0.558,0.583,95.7
"Moises Alou",2001,136,581,4.3,101.3,136,0.618,0.598,103.3
"Moises Alou",2002,132,534,4,64.7,101,0.678,0.646,104.9
"Moises Alou",2003,151,638,4.2,90,112,0.637,0.623,102.2
"Moises Alou",2004,155,675,4.4,115.8,133,0.594,0.59,100.7
"Moises Alou",2005,123,490,4,87,142,0.613,0.611,100.3
"Mark Bellhorn",2002,146,529,3.6,86.5,135,0.634,0.629,100.8
"Mark Bellhorn",2004,138,620,4.5,91.4,114,0.582,0.611,95.2
"Mark Bellhorn",2006,115,288,2.5,23.5,70,0.69,0.701,98.4
"Roosevelt Brown",2002,111,231,2.1,18.8,67,0.709,0.708,100.1
"Hee Seop Choi",2004,126,416,3.3,57.5,116,0.652,0.657,99.2
"Hee Seop Choi",2005,133,368,2.8,48.2,108,0.712,0.678,105.1
"Delino DeShields",1990,129,572,4.4,76.4,117,0.563,0.626,89.9
"Delino DeShields",1991,151,673,4.5,72.9,100,0.594,0.644,92.3
"Delino DeShields",1992,135,599,4.4,73.3,119,0.638,0.634,100.6
"Delino DeShields",1993,123,562,4.6,75.3,112,0.57,0.622,91.6
"Delino DeShields",1995,126,493,3.9,57.3,102,0.642,0.653,98.3
"Delino DeShields",1996,153,642,4.2,40.8,61,0.705,0.69,102.2
"Delino DeShields",1997,148,643,4.3,87.9,111,0.625,0.623,100.3
"Delino DeShields",1998,114,484,4.2,67.2,113,0.632,0.63,100.2
"Delino DeShields",2000,151,643,4.3,91,110,0.604,0.621,97.3
"Delino DeShields",2001,123,417,3.4,45.6,91,0.647,0.671,96.5
